case,config,y_CH4_biogas,H2_electrolysis_tpd,value_type,mode,phi,P2_bar,pressure_order,recycle,h_H2_to_CFR,heat_recovery_fraction,demand_definition,Q1_kW,Q2_kW,Q3_kW,exothermic_pool_kW,high_T_demand_kW,preheat_credit_kW,Q_fired_kW,H2_burned_tpd,H2_exportable_before_heat_tpd,H2_net_after_heat_tpd,self_sufficient_H2,H2_burned_share_of_exportable,C_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2727.980709243213,10.075665398800547,3197.535345699309,2.3031334725384567,11.25930631533742,8.956172842798964,True,0.20455376273058043,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2980.2547346358333,10.075665398800547,3494.3283167494506,2.516908693806644,11.25930631533742,8.742397621530777,True,0.2235402984265658,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2727.980709243213,20.151330797601094,3185.68162170072,2.294595425085095,11.25930631533742,8.964710890252325,True,0.20379545247466962,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2980.2547346358333,20.151330797601094,3482.4745927508616,2.508370646353282,11.25930631533742,8.750935668984138,True,0.22278198817065498,31.36820759930369,0.0,0.0
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.0,Q1 only,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3238.2060489657124,0.0,3809.6541752537796,2.74403285693905,12.585853363063352,9.841820506124302,True,0.21802517300830543,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3554.374196128072,0.0,4181.616701327143,3.011951504181451,12.585853363063352,9.5739018588819,True,0.23931245798722325,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.25,Q1 only,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3238.2060489657124,77.93758376037738,3717.9629002415704,2.677989100799065,12.585853363063352,9.907864262264287,True,0.21277771348094363,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3554.374196128072,77.93758376037738,4089.925426314935,2.945907748041467,12.585853363063352,9.639945615021885,True,0.23406499845986156,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.5,Q1 only,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3238.2060489657124,155.87516752075476,3626.2716252293617,2.6119453446590803,12.585853363063352,9.973908018404272,True,0.2075302539535819,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin recycle phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3238.2060489657124,316.16814716235973,-311.7503350415095,311.7503350415095,3554.374196128072,155.87516752075476,3998.234151302726,2.879863991901482,12.585853363063352,9.70598937116187,True,0.22881753893249981,37.69665314499946,0.1547596193695858,6.499904013522606
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.50496837517248,8.19329685518066,True,0.22005506703430353,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.50496837517248,8.19329685518066,True,0.22005506703430353,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,53.40980409624215,3146.55400605526,2.266412430512452,10.50496837517248,8.238555944660028,True,0.2157467161794516,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,53.40980409624215,3146.55400605526,2.266412430512452,10.50496837517248,8.238555944660028,True,0.2157467161794516,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,106.8196081924843,3083.718942412622,2.2211533410330846,10.50496837517248,8.283815034139394,True,0.21143836532459964,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,-207.3084348686123,-6.330781516356292,213.6392163849686,2727.980709243213,106.8196081924843,3083.718942412622,2.2211533410330846,10.50496837517248,8.283815034139394,True,0.21143836532459964,31.36820759930369,0.0,0.0
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 only,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3270.3450679871603,0.0,3847.4647858672474,2.771267233890699,12.606565967596186,9.835298733705487,True,0.2198272900815291,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 + Q2+,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3298.4706259597983,0.0,3880.553677599763,2.7951006323927228,12.606565967596186,9.811465335203463,True,0.22171784446115037,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 only,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3270.3450679871603,16.161160788041574,3828.451655528375,2.757572380772002,12.606565967596186,9.848993586824184,True,0.21874096307115226,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 + Q2+,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3298.4706259597983,16.161160788041574,3861.54054726089,2.7814057792740257,12.606565967596186,9.82516018832216,True,0.22063151745077353,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 only,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3270.3450679871603,32.32232157608315,3809.438525189503,2.743877527653305,12.606565967596186,9.86268843994288,True,0.21765463606077542,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin recycle phi=1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 + Q2+,3270.3450679871603,28.12555797263817,-64.6446431521663,64.6446431521663,3298.4706259597983,32.32232157608315,3842.527416922018,2.767710926155329,12.606565967596186,9.838855041440857,True,0.21954519044039672,37.69375247773455,0.1545065666669151,6.489275800010434
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.210736701874213,7.899065181882394,True,0.2263961541156481,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.210736701874213,7.899065181882394,True,0.2263961541156481,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,58.06764406214582,3141.074194330667,2.2624654099351518,10.210736701874213,7.9482712919390615,True,0.22157709830279623,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,58.06764406214582,3141.074194330667,2.2624654099351518,10.210736701874213,7.9482712919390615,True,0.22157709830279623,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,116.13528812429163,3072.759318963437,2.213259299878486,10.210736701874213,7.997477401995727,True,0.21675804248994446,31.36820759930369,0.0,0.0
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,-203.04271382518417,-29.227862423399113,232.27057624858327,2727.980709243213,116.13528812429163,3072.759318963437,2.213259299878486,10.210736701874213,7.997477401995727,True,0.21675804248994446,31.36820759930369,0.0,0.0
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 only,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3372.514408871616,0.0,3967.6640104371954,2.8578448092887503,12.350640769036808,9.492795959748058,True,0.23139243240345866,39.03383495018949,0.2714146634831895,11.399415866293957
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3374.48278696993,0.0,3969.9797493763886,2.859512798939494,12.350640769036808,9.491127970097313,True,0.23152748528710546,39.03383495018949,0.2714146634831895,11.399415866293957
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 only,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3372.514408871616,75.8808051794483,3878.3924749319626,2.7935439527419894,12.350640769036808,9.557096816294818,True,0.22618615543781623,39.03383495018949,0.2714146634831895,11.399415866293957
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3374.48278696993,75.8808051794483,3880.7082138711557,2.795211942392734,12.350640769036808,9.555428826644073,True,0.22632120832146307,39.03383495018949,0.2714146634831895,11.399415866293957
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 only,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3372.514408871616,151.7616103588966,3789.120939426729,2.7292430961952285,12.350640769036808,9.62139767284158,True,0.22097987847217376,39.03383495018949,0.2714146634831895,11.399415866293957
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3372.514408871616,1.9683780983140733,-303.5232207177932,303.5232207177932,3374.48278696993,151.7616103588966,3791.436678365922,2.730911085845973,12.350640769036808,9.619729683190835,True,0.22111493135582058,39.03383495018949,0.2714146634831895,11.399415866293957
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 only,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,7.105517142595004,4.5371233998813745,True,0.3614647169474884,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 + Q2+,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3372.1264187410643,0.0,3967.2075514600756,2.857516029201781,7.105517142595004,4.248001113393223,True,0.4021545472140242,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 only,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3030.936066508513,583.1057254556765,2879.800401238631,2.074274083394631,7.105517142595004,5.0312430592003725,True,0.29192443586689965,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 + Q2+,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3372.1264187410643,583.1057254556765,3281.2008156298684,2.363396369882783,7.105517142595004,4.742120772712221,True,0.33261426613343553,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 only,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3030.936066508513,1166.211450911353,2193.7936654084233,1.580154424075633,7.105517142595004,5.525362718519371,True,0.2223841547863109,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 + Q2+,3030.936066508513,341.19035223255156,-2332.422901822706,2332.422901822706,3372.1264187410643,1166.211450911353,2595.1940797996604,1.8692767105637842,7.105517142595004,5.23624043203122,True,0.26307398505284674,49.95948001778711,0.5138273373174791,55.355934269934394
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 only,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,5.7012072456183525,3.132813502904723,True,0.45049997869969766,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 + Q2+,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3372.1264187410643,0.0,3967.2075514600756,2.857516029201781,5.7012072456183525,2.8436912164165715,True,0.5012124460828743,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 only,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3030.936066508513,672.5950036656027,2774.5188974622474,1.9984415032442022,5.7012072456183525,3.70276574237415,True,0.3505295312286883,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 + Q2+,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3372.1264187410643,672.5950036656027,3175.9193118534845,2.2875637897323537,5.7012072456183525,3.4136434558859987,True,0.401241998611865,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 only,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3030.936066508513,1345.1900073312054,1983.2306578556559,1.4284892637747744,5.7012072456183525,4.272717981843578,True,0.2505590837576789,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 + Q2+,3030.936066508513,341.19035223255156,-2690.3800146624108,2690.3800146624108,3372.1264187410643,1345.1900073312054,2384.631072246893,1.7176115502629257,5.7012072456183525,3.983595695355427,True,0.3012715511408555,48.927219717529674,0.4787200400247048,51.57373527001413
2a_y0.55 eq once-through h=0.75,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 only,3030.936066508513,341.19035223255156,-3276.8975455187388,3276.8975455187388,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,3.365796936243977,0.7974031935303474,True,0.7630863630114892,45.747987713008115,0.3705935852605975,39.92499553185434
2a_y0.55 eq once-through h=0.75,2a_y0.55,0.55,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 + Q2+,3030.936066508513,341.19035223255156,-3276.8975455187388,3276.8975455187388,3372.1264187410643,0.0,3967.2075514600756,2.857516029201781,3.365796936243977,0.5082809070421961,True,0.8489864609570278,45.747987713008115,0.3705935852605975,39.92499553185434
